date,open,close,high,low,vol,amount,date,code
2024-01-02,25.31,25.39,25.61,25.17,12573.0,31973940.0,2024-01-02,301201
2024-01-03,25.38,25.4,25.91,25.25,13724.0,35052860.0,2024-01-03,301201
2024-01-04,25.4,25.35,25.6,25.11,8951.0,22647590.0,2024-01-04,301201
2024-01-05,25.41,24.82,25.55,24.7,9807.0,24603216.0,2024-01-05,301201
2024-01-08,24.82,24.2,24.89,24.16,12679.0,31018278.0,2024-01-08,301201
2024-01-09,24.0,24.23,24.52,24.0,13261.0,32153552.0,2024-01-09,301201
2024-01-10,24.69,24.06,24.69,23.92,13771.0,33382220.0,2024-01-10,301201
2024-01-11,24.49,24.73,25.15,24.11,21392.0,52446652.0,2024-01-11,301201
2024-01-12,24.6,24.0,24.6,24.0,15727.0,38223064.0,2024-01-12,301201
2024-01-15,24.0,24.11,24.45,23.83,12694.0,30673566.0,2024-01-15,301201
2024-01-16,24.13,24.0,24.17,23.69,12776.0,30541442.0,2024-01-16,301201
2024-01-17,24.16,23.38,24.16,23.38,10171.0,24173964.0,2024-01-17,301201
2024-01-18,23.38,23.05,23.39,22.43,17947.0,40990332.0,2024-01-18,301201
2024-01-19,23.15,22.81,23.5,22.81,11586.0,26733060.0,2024-01-19,301201
2024-01-22,22.82,21.07,22.89,20.88,23610.0,51448468.0,2024-01-22,301201
2024-01-23,21.09,21.03,21.1,20.57,18905.0,39440604.0,2024-01-23,301201
2024-01-24,21.04,21.06,21.36,20.22,18689.0,38839552.0,2024-01-24,301201
2024-01-25,21.3,22.1,22.1,20.85,17216.0,37125992.0,2024-01-25,301201
2024-01-26,22.08,21.79,22.45,21.64,16497.0,36460396.0,2024-01-26,301201
2024-01-29,22.01,21.22,22.35,21.07,15119.0,32529016.0,2024-01-29,301201
2024-01-30,21.03,20.5,21.06,20.43,11760.0,24454072.0,2024-01-30,301201
2024-01-31,20.29,19.07,20.66,19.03,20625.0,40355768.0,2024-01-31,301201
2024-02-01,19.04,18.96,19.31,18.55,16956.0,32142934.0,2024-02-01,301201
2024-02-02,18.97,17.62,19.25,16.97,24872.0,44746292.0,2024-02-02,301201
2024-02-05,17.5,15.89,17.65,15.07,31493.0,50444380.0,2024-02-05,301201
2024-02-06,15.31,16.2,16.79,14.6,37919.0,58789400.0,2024-02-06,301201
