date,open,close,high,low,vol,amount,date,code
2024-01-02,5.52,6.06,6.08,5.43,1674269.0,978918144.0,2024-01-02,300172
2024-01-03,5.85,5.76,5.94,5.7,1133141.0,655918912.0,2024-01-03,300172
2024-01-04,5.73,6.12,6.33,5.71,1524474.0,918545344.0,2024-01-04,300172
2024-01-05,6.02,5.84,6.06,5.77,854446.0,503458624.0,2024-01-05,300172
2024-01-08,5.8,5.51,5.81,5.51,602986.0,338548896.0,2024-01-08,300172
2024-01-09,5.52,5.34,5.57,5.27,598350.0,322704672.0,2024-01-09,300172
2024-01-10,5.29,5.11,5.31,5.04,501169.0,259415568.0,2024-01-10,300172
2024-01-11,5.11,5.24,5.28,5.08,402461.0,208838640.0,2024-01-11,300172
2024-01-12,5.44,5.69,6.24,5.4,1426902.0,831172352.0,2024-01-12,300172
2024-01-15,5.61,5.79,5.87,5.52,972805.0,554210496.0,2024-01-15,300172
2024-01-16,5.71,5.61,5.77,5.48,617336.0,345682304.0,2024-01-16,300172
2024-01-17,5.56,5.29,5.6,5.28,424153.0,228895792.0,2024-01-17,300172
2024-01-18,5.28,5.37,5.39,5.12,481256.0,251775696.0,2024-01-18,300172
2024-01-19,5.3,5.51,5.72,5.23,744488.0,411577280.0,2024-01-19,300172
2024-01-22,5.41,5.17,5.45,5.07,497837.0,263424944.0,2024-01-22,300172
2024-01-23,5.12,5.19,5.25,4.95,412654.0,212608112.0,2024-01-23,300172
2024-01-24,5.18,5.37,5.43,5.08,597642.0,315177408.0,2024-01-24,300172
2024-01-25,5.33,5.68,5.93,5.28,811648.0,450631968.0,2024-01-25,300172
2024-01-26,5.68,5.55,5.79,5.52,649622.0,366490784.0,2024-01-26,300172
2024-01-29,5.6,5.43,5.78,5.43,586688.0,329107072.0,2024-01-29,300172
2024-01-30,5.33,5.13,5.39,5.13,482610.0,253228576.0,2024-01-30,300172
2024-01-31,5.11,5.17,5.4,5.09,537157.0,282149216.0,2024-01-31,300172
2024-02-01,5.06,4.73,5.07,4.68,564512.0,272584992.0,2024-02-01,300172
2024-02-02,4.72,4.46,4.86,4.31,462809.0,211703152.0,2024-02-02,300172
2024-02-05,4.46,4.02,4.46,3.87,415303.0,171666096.0,2024-02-05,300172
2024-02-06,4.0,4.28,4.42,3.82,341539.0,141788608.0,2024-02-06,300172
2024-02-07,4.29,4.15,4.37,4.11,318008.0,135113168.0,2024-02-07,300172
2024-02-08,4.31,4.48,4.51,4.25,357310.0,156678048.0,2024-02-08,300172
2024-02-19,4.4,4.57,4.65,4.4,347024.0,157455888.0,2024-02-19,300172
2024-02-20,4.54,4.55,4.57,4.41,303631.0,136321952.0,2024-02-20,300172
2024-02-21,4.49,4.65,4.86,4.45,497999.0,233966320.0,2024-02-21,300172
2024-02-22,4.61,4.71,4.76,4.59,356280.0,166423280.0,2024-02-22,300172
2024-02-23,4.69,4.8,4.81,4.65,388954.0,184011728.0,2024-02-23,300172
2024-02-26,4.8,5.0,5.1,4.73,615274.0,303590144.0,2024-02-26,300172
2024-02-27,4.94,5.05,5.05,4.91,469032.0,234251744.0,2024-02-27,300172
2024-02-28,5.05,4.65,5.21,4.64,619055.0,306653600.0,2024-02-28,300172
2024-02-29,4.58,4.84,4.84,4.55,394460.0,187006112.0,2024-02-29,300172
2024-03-01,4.84,4.86,4.9,4.74,312959.0,150669248.0,2024-03-01,300172
2024-03-04,4.84,4.79,4.92,4.68,254888.0,121808424.0,2024-03-04,300172
2024-03-05,4.74,4.64,4.78,4.63,258320.0,121237256.0,2024-03-05,300172
2024-03-06,4.66,4.76,4.85,4.64,376176.0,179931888.0,2024-03-06,300172
2024-03-07,4.79,4.74,4.87,4.71,333416.0,159840880.0,2024-03-07,300172
2024-03-08,4.74,4.77,4.83,4.68,209977.0,99691704.0,2024-03-08,300172
2024-03-11,4.79,4.9,4.91,4.77,329294.0,160112112.0,2024-03-11,300172
2024-03-12,4.88,4.93,4.93,4.82,297814.0,145471840.0,2024-03-12,300172
2024-03-13,4.93,4.97,4.99,4.86,333054.0,164174848.0,2024-03-13,300172
2024-03-14,4.96,5.07,5.2,4.93,601149.0,303860224.0,2024-03-14,300172
2024-03-15,5.0,5.24,5.29,4.94,665551.0,343295936.0,2024-03-15,300172
2024-03-18,5.25,5.19,5.25,5.14,483072.0,250366240.0,2024-03-18,300172
2024-03-19,5.17,5.13,5.24,5.12,358438.0,185267376.0,2024-03-19,300172
2024-03-20,5.14,5.38,5.59,5.1,803701.0,429173760.0,2024-03-20,300172
2024-03-21,5.3,5.4,5.53,5.21,686453.0,366724832.0,2024-03-21,300172
2024-03-22,5.33,5.59,5.84,5.17,860107.0,467625568.0,2024-03-22,300172
2024-03-25,5.44,5.53,5.82,5.4,744751.0,420435488.0,2024-03-25,300172
2024-03-26,5.5,6.14,6.31,5.43,1260693.0,746024000.0,2024-03-26,300172
2024-03-27,5.93,5.87,6.48,5.86,1182582.0,725024320.0,2024-03-27,300172
2024-03-28,5.66,6.03,6.17,5.56,928051.0,547583104.0,2024-03-28,300172
2024-03-29,5.98,6.58,7.2,5.98,1543765.0,1022026880.0,2024-03-29,300172
2024-04-01,6.58,7.02,7.18,6.44,1449970.0,993429440.0,2024-04-01,300172
2024-04-02,6.81,6.51,7.04,6.46,1269226.0,853648896.0,2024-04-02,300172
2024-04-03,6.38,6.91,6.98,6.38,1231384.0,832578816.0,2024-04-03,300172
2024-04-08,6.71,6.33,6.78,6.26,969894.0,632974528.0,2024-04-08,300172
2024-04-09,6.3,6.08,6.5,5.91,886727.0,542503744.0,2024-04-09,300172
2024-04-10,6.17,6.18,6.25,5.79,908936.0,551045568.0,2024-04-10,300172
2024-04-11,6.0,6.45,6.75,5.96,1015044.0,653196352.0,2024-04-11,300172
2024-04-12,6.28,6.09,6.46,6.08,771714.0,482179168.0,2024-04-12,300172
2024-04-15,6.0,5.64,6.15,5.46,775926.0,442131456.0,2024-04-15,300172
2024-04-16,5.51,4.92,5.58,4.92,714322.0,367430688.0,2024-04-16,300172
2024-04-17,5.1,5.55,5.64,5.1,768238.0,418010560.0,2024-04-17,300172
2024-04-18,5.55,5.69,5.87,5.48,787626.0,449203104.0,2024-04-18,300172
2024-04-19,5.72,5.93,6.21,5.59,933061.0,548986240.0,2024-04-19,300172
2024-04-22,5.73,5.55,5.88,5.5,640726.0,360776096.0,2024-04-22,300172
2024-04-23,5.48,5.46,5.7,5.42,432582.0,239396096.0,2024-04-23,300172
2024-04-24,5.41,5.56,5.57,5.41,381224.0,210378176.0,2024-04-24,300172
2024-04-25,5.49,5.45,5.58,5.4,383495.0,210451936.0,2024-04-25,300172
2024-04-26,5.37,5.52,5.55,5.32,452107.0,247041216.0,2024-04-26,300172
2024-04-29,5.47,5.69,5.7,5.44,483781.0,271923424.0,2024-04-29,300172
2024-04-30,5.69,5.52,5.73,5.51,405825.0,225650832.0,2024-04-30,300172
2024-05-06,5.56,5.81,5.89,5.56,583620.0,334736224.0,2024-05-06,300172
2024-05-07,5.8,5.78,5.82,5.69,452562.0,259916944.0,2024-05-07,300172
2024-05-08,5.75,5.83,5.91,5.61,625988.0,364026688.0,2024-05-08,300172
2024-05-09,5.77,5.8,5.89,5.73,447036.0,259046816.0,2024-05-09,300172
2024-05-10,5.79,5.57,5.79,5.56,427202.0,240506000.0,2024-05-10,300172
2024-05-13,5.31,5.13,5.39,5.1,612761.0,317861696.0,2024-05-13,300172
2024-05-14,5.16,5.09,5.26,5.08,333505.0,171798480.0,2024-05-14,300172
2024-05-15,5.07,5.02,5.14,5.02,252022.0,127481792.0,2024-05-15,300172
2024-05-16,5.02,5.31,5.5,5.02,573350.0,302642208.0,2024-05-16,300172
2024-05-17,5.31,5.22,5.38,5.16,314781.0,163837360.0,2024-05-17,300172
2024-05-20,5.17,5.17,5.24,5.15,221676.0,114964120.0,2024-05-20,300172
2024-05-21,5.18,5.1,5.18,5.07,188110.0,95934312.0,2024-05-21,300172
2024-05-22,5.07,5.12,5.16,5.07,166818.0,85281848.0,2024-05-22,300172
2024-05-23,5.09,4.98,5.11,4.95,247442.0,124175592.0,2024-05-23,300172
2024-05-24,4.97,4.98,5.07,4.95,170620.0,85468120.0,2024-05-24,300172
2024-05-27,4.97,5.02,5.03,4.9,160444.0,79642728.0,2024-05-27,300172
2024-05-28,5.0,5.16,5.27,4.96,363514.0,186381856.0,2024-05-28,300172
