date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2020-04-21,sh.603682,9.4900,11.3900,9.4900,11.3900,7.9100,1273697,14477199.0000,3,1.347800,1,43.995000,0
2020-04-22,sh.603682,12.5300,12.5300,12.5300,12.5300,11.3900,5977366,74896396.0000,3,6.325300,1,10.008800,0
2020-04-23,sh.603682,13.0000,13.1300,11.9100,12.1900,12.5300,53016644,664544191.0000,3,56.102300,1,-2.713500,0
2020-04-24,sh.603682,11.8000,11.8100,10.9700,10.9700,12.1900,23633280,265314336.0000,3,25.008800,1,-10.008200,0
2020-04-27,sh.603682,10.4000,10.5800,9.8700,10.0500,10.9700,27990372,284024784.0000,3,29.619400,1,-8.386500,0
2020-04-28,sh.603682,10.0000,10.0000,9.2200,9.3800,10.0500,21846081,208227792.0000,3,23.117500,1,-6.666700,0
2020-04-29,sh.603682,9.3300,10.3200,9.3300,10.3200,9.3800,26507346,263925492.0000,3,28.050100,1,10.021300,0
2020-04-30,sh.603682,10.2100,10.5700,9.8900,10.1200,10.3200,28382601,289830231.0000,3,30.034500,1,-1.938000,0
2020-05-06,sh.603682,9.8700,10.7300,9.7900,10.3900,10.1200,23103774,239018801.0000,3,24.448400,1,2.668000,0
2020-05-07,sh.603682,10.2800,10.8600,10.1100,10.6800,10.3900,28286257,296498354.0000,3,29.932500,1,2.791100,0
2020-05-08,sh.603682,10.4500,11.1900,10.4200,10.8700,10.6800,30541643,329607831.0000,3,32.319200,1,1.779000,0
2020-05-11,sh.603682,10.7900,11.5900,10.6800,10.9000,10.8700,27869406,309798847.0000,3,29.491400,1,0.276000,0
2020-05-12,sh.603682,10.8200,11.1400,10.4400,11.1000,10.9000,25616068,276806031.0000,3,27.107000,1,1.834900,0
2020-05-13,sh.603682,10.9500,11.7400,10.8800,11.1200,11.1000,25620383,287697365.0000,3,27.111500,1,0.180200,0
2020-05-14,sh.603682,11.0100,11.9600,10.9200,11.6700,11.1200,33655594,383749099.0000,3,35.614400,1,4.946000,0
2020-05-15,sh.603682,11.4800,11.5900,10.9000,10.9800,11.6700,26177778,294315692.0000,3,27.701400,1,-5.912600,0
2020-05-18,sh.603682,10.8300,11.3000,10.5800,10.6600,10.9800,21792558,238939976.0000,3,23.060900,1,-2.914400,0
2020-05-19,sh.603682,10.6800,11.7300,10.6800,11.7300,10.6600,29845545,342969050.0000,3,31.582600,1,10.037500,0
2020-05-20,sh.603682,12.1100,12.8800,11.7800,12.0300,11.7300,51151238,625540540.0000,3,54.128300,1,2.557500,0
2020-05-21,sh.603682,12.0400,13.1800,11.8000,12.7600,12.0300,41816888,518601047.0000,3,44.250700,1,6.068200,0
2020-05-22,sh.603682,12.1000,12.3500,11.5800,11.8500,12.7600,26719500,320089953.0000,3,28.274600,1,-7.131700,0
2020-05-25,sh.603682,11.8900,12.0700,11.0100,11.3500,11.8500,22262100,256796160.0000,3,23.557800,1,-4.219400,0
2020-05-26,sh.603682,11.2100,11.5800,11.0600,11.4700,11.3500,15891785,180010739.0000,3,16.816700,1,1.057300,0
2020-05-27,sh.603682,11.3800,11.7500,11.1700,11.5800,11.4700,20049394,229618304.0000,3,21.216300,1,0.959000,0
2020-05-28,sh.603682,11.6000,11.6200,10.8800,11.1000,11.5800,16796179,188592001.0000,3,17.773700,1,-4.145100,0
2020-05-29,sh.603682,11.1000,11.1700,10.6100,10.6700,11.1000,14489735,157205006.0000,3,15.333100,1,-3.873900,0
2020-06-01,sh.603682,10.6400,11.1100,10.6400,10.9400,10.6700,10682805,116406400.0000,3,11.304600,1,2.530500,0
2020-06-02,sh.603682,10.9500,11.3800,10.8600,11.1500,10.9400,13294888,148694900.0000,3,14.068700,1,1.919600,0
2020-06-03,sh.603682,11.3500,12.2700,11.1500,12.2700,11.1500,25666202,304094118.0000,3,27.160000,1,10.044900,0
2020-06-04,sh.603682,13.0000,13.5000,12.8000,13.5000,12.2700,27534245,367931567.0000,3,29.136800,1,10.024400,0
2020-06-05,sh.603682,13.9900,14.6300,12.8000,12.9500,13.5000,57085319,789038457.0000,3,60.407700,1,-4.074100,0
2020-06-08,sh.603682,12.1200,12.3800,11.7200,11.8600,12.9500,33583121,403763476.0000,3,35.537700,1,-8.417000,0
2020-06-09,sh.603682,11.7600,12.0800,11.6100,11.8000,11.8600,21075078,248786083.0000,3,22.301700,1,-0.505900,0
