date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2019-03-01,sh.600928,5.6200,6.7400,5.6200,6.7400,4.6800,441427,2967378.0000,3,0.099321,1,44.017090,0
2019-03-04,sh.600928,7.4100,7.4100,7.4100,7.4100,6.7400,465168,3446895.0000,3,0.104663,1,9.940654,0
2019-03-05,sh.600928,8.1500,8.1500,8.1500,8.1500,7.4100,1035085,8435943.0000,3,0.232894,1,9.986502,0
2019-03-06,sh.600928,8.9700,8.9700,8.9700,8.9700,8.1500,1831815,16431381.0000,3,0.412158,1,10.061360,0
2019-03-07,sh.600928,9.8700,9.8700,9.8700,9.8700,8.9700,1991695,19658030.0000,3,0.448131,1,10.033440,0
2019-03-08,sh.600928,10.8600,10.8600,10.8600,10.8600,9.8700,23355708,253642989.0000,3,5.255034,1,10.030390,0
2019-03-11,sh.600928,10.9100,11.9500,10.2300,11.9500,10.8600,310756688,3419543788.0000,3,69.920255,1,10.036830,0
2019-03-12,sh.600928,11.3500,12.7900,11.2000,12.0800,11.9500,249572951,2984122616.0000,3,56.153914,1,1.087867,0
2019-03-13,sh.600928,11.8500,12.2600,11.3500,11.4500,12.0800,157769544,1837892241.0000,3,35.498147,1,-5.215233,0
2019-03-14,sh.600928,11.2200,11.5600,10.3100,10.4000,11.4500,143947302,1558937503.0000,3,32.388143,1,-9.170307,0
2019-03-15,sh.600928,10.3900,10.6000,9.9600,10.1800,10.4000,104890103,1076292730.0000,3,23.600273,1,-2.115378,0
2019-03-18,sh.600928,10.1000,11.2000,9.8300,11.2000,10.1800,111253623,1183573191.0000,3,25.032065,1,10.019640,0
2019-03-19,sh.600928,11.7400,12.3000,11.3200,11.5200,11.2000,221965744,2607123409.0000,3,49.942292,1,2.857149,0
2019-03-20,sh.600928,11.2700,12.6700,11.2700,12.6700,11.5200,215468964,2611513604.0000,3,48.480517,1,9.982635,0
2019-03-21,sh.600928,13.5000,13.9400,12.0000,12.3800,12.6700,152069453,2035350860.0000,3,34.215627,1,-2.288871,0
2019-03-22,sh.600928,12.9700,13.0000,11.8000,12.1500,12.3800,224861366,2825103333.0000,3,50.593807,1,-1.857839,0
2019-03-25,sh.600928,11.3800,11.8500,11.0800,11.5800,12.1500,154449377,1764565821.0000,3,34.751110,1,-4.691356,0
2019-03-26,sh.600928,11.4000,11.7500,11.1300,11.5500,11.5800,119827740,1373128450.0000,3,26.961241,1,-0.259065,0
2019-03-27,sh.600928,11.4700,11.8900,11.2800,11.5800,11.5500,114830950,1336146230.0000,3,25.836964,1,0.259738,0
2019-03-28,sh.600928,11.3000,11.3000,10.5700,10.6800,11.5800,97231665,1063304828.0000,3,21.877125,1,-7.772017,0
2019-03-29,sh.600928,10.6000,11.7500,10.5100,11.7500,10.6800,180186348,2056725586.0000,3,40.541928,1,10.018720,0
2019-04-01,sh.600928,12.0000,12.9100,11.7500,12.4300,11.7500,208926510,2553543746.0000,3,47.008465,1,5.787237,0
2019-04-02,sh.600928,12.2100,12.8500,12.1200,12.1800,12.4300,164627206,2030423776.0000,3,37.041121,1,-2.011263,0
2019-04-03,sh.600928,11.7900,12.1000,11.7000,11.9900,12.1800,97648080,1163193934.0000,3,21.970818,1,-1.559939,0
2019-04-04,sh.600928,12.0400,12.4800,11.8600,11.9500,11.9900,112718713,1371228391.0000,3,25.361710,1,-0.333611,0
2019-04-08,sh.600928,11.8000,12.3000,11.4500,11.6000,11.9500,97326472,1154125699.0000,3,21.898456,1,-2.928865,0
2019-04-09,sh.600928,11.4100,11.5300,11.1100,11.4100,11.6000,63674855,719879284.0000,3,14.326842,1,-1.637936,0
2019-04-10,sh.600928,11.3200,11.6600,11.2100,11.4000,11.4100,55855478,640877204.0000,3,12.567483,1,-0.087644,0
2019-04-11,sh.600928,11.2500,11.3700,11.0000,11.0200,11.4000,53871933,599131844.0000,3,12.121185,1,-3.333326,0
2019-04-12,sh.600928,11.1100,11.1800,10.9100,11.1200,11.0200,33358217,369193113.0000,3,7.505599,1,0.907436,0
2019-04-15,sh.600928,11.2500,11.4900,11.0000,11.0600,11.1200,47659984,538043208.0000,3,10.723496,1,-0.539563,0
2019-04-16,sh.600928,10.8700,11.3300,10.6400,11.1900,11.0600,63642935,699771499.0000,3,14.319660,1,1.175399,0
2019-04-17,sh.600928,11.0300,11.1800,10.9500,11.0100,11.1900,46783678,516020338.0000,3,10.526328,1,-1.608573,0
2019-04-18,sh.600928,11.0800,11.1400,10.8500,10.8700,11.0100,39684879,435348875.0000,3,8.929098,1,-1.271574,0
2019-04-19,sh.600928,10.8000,10.9700,10.7100,10.8000,10.8700,31978366,345399462.0000,3,7.195132,1,-0.643971,0
2019-04-22,sh.600928,10.8100,10.8600,10.5800,10.5900,10.8000,34244599,364860204.0000,3,7.705035,1,-1.944445,0
2019-04-23,sh.600928,10.4500,10.6300,10.3700,10.4300,10.5900,31860063,333631638.0000,3,7.168514,1,-1.510858,0
2019-04-24,sh.600928,10.5700,10.6000,10.4100,10.5100,10.4300,22340679,234610910.0000,3,5.026653,1,0.767018,0
2019-04-25,sh.600928,10.4500,10.9300,10.3000,10.3700,10.5100,48402225,513402309.0000,3,10.890501,1,-1.332068,0
2019-04-26,sh.600928,10.2000,10.2600,9.9900,10.0000,10.3700,35108160,355471760.0000,3,7.899336,1,-3.567984,0
2019-04-29,sh.600928,9.9900,10.0900,9.1300,9.2700,10.0000,42570995,407724910.0000,3,9.578474,1,-7.299995,0
2019-04-30,sh.600928,9.2800,9.3800,9.1300,9.2000,9.2700,27042420,249992983.0000,3,6.084544,1,-0.755131,0
2019-05-06,sh.600928,8.8700,9.7600,8.5500,9.3700,9.2000,58614934,537555310.0000,3,13.188360,1,1.847827,0
