date,open,close,high,low,vol,amount,date,code
2021-12-10,45.0,41.1,45.0,40.69,198040.0,836867392.0,2021-12-10,688192
2021-12-13,40.36,40.11,40.88,39.6,78536.0,314772416.0,2021-12-13,688192
2021-12-14,40.0,40.64,40.75,39.8,58735.0,236919024.0,2021-12-14,688192
2021-12-15,40.59,40.06,40.59,39.91,38914.0,156099328.0,2021-12-15,688192
2021-12-16,40.08,40.12,40.34,39.81,32836.0,131463264.0,2021-12-16,688192
2021-12-17,40.04,39.87,40.25,39.81,25018.0,99880296.0,2021-12-17,688192
2021-12-20,40.0,39.2,40.0,39.19,30657.0,121107168.0,2021-12-20,688192
2021-12-21,39.2,39.13,39.45,39.0,19595.0,76641120.0,2021-12-21,688192
2021-12-22,39.06,39.13,39.39,39.06,14222.0,55712752.0,2021-12-22,688192
2021-12-23,39.1,38.31,39.19,38.22,29544.0,113817624.0,2021-12-23,688192
2021-12-24,38.22,36.66,38.3,36.64,47136.0,175284384.0,2021-12-24,688192
2021-12-27,36.73,36.78,36.93,36.53,13520.0,49727456.0,2021-12-27,688192
2021-12-28,36.79,37.01,37.22,36.77,10580.0,39158532.0,2021-12-28,688192
2021-12-29,37.19,36.83,37.19,36.81,10612.0,39216404.0,2021-12-29,688192
2021-12-30,36.72,36.85,37.35,36.7,14919.0,55115092.0,2021-12-30,688192
2021-12-31,36.9,37.01,37.33,36.88,12679.0,47063160.0,2021-12-31,688192
2022-01-04,37.01,37.08,37.26,36.95,10106.0,37476420.0,2022-01-04,688192
2022-01-05,37.0,36.47,37.14,36.41,18043.0,66063692.0,2022-01-05,688192
2022-01-06,36.79,36.85,37.06,36.7,10481.0,38667864.0,2022-01-06,688192
2022-01-07,36.84,36.82,37.16,36.8,10793.0,39867316.0,2022-01-07,688192
2022-01-10,36.82,36.93,37.0,36.75,8375.0,30890040.0,2022-01-10,688192
2022-01-11,36.88,36.87,37.04,36.8,8574.0,31661534.0,2022-01-11,688192
2022-01-12,36.83,37.1,37.18,36.83,10207.0,37771044.0,2022-01-12,688192
2022-01-13,37.1,36.73,37.15,36.71,10847.0,40010636.0,2022-01-13,688192
2022-01-14,36.7,38.46,38.7,36.62,40883.0,154991376.0,2022-01-14,688192
2022-01-17,38.04,37.28,38.27,36.81,26991.0,100774464.0,2022-01-17,688192
2022-01-18,37.02,36.88,37.15,36.8,14644.0,54058832.0,2022-01-18,688192
2022-01-19,37.2,36.9,37.23,36.7,8658.0,31958390.0,2022-01-19,688192
2022-01-20,36.79,36.71,37.09,36.68,10868.0,40015212.0,2022-01-20,688192
2022-01-21,36.7,36.02,36.74,36.02,12725.0,46153028.0,2022-01-21,688192
2022-01-24,35.98,35.54,35.98,35.53,7508.0,26808168.0,2022-01-24,688192
2022-01-25,35.55,33.98,35.95,33.96,11326.0,39320844.0,2022-01-25,688192
2022-01-26,33.95,33.51,34.25,33.05,8610.0,28804666.0,2022-01-26,688192
2022-01-27,33.46,31.95,33.7,31.92,11241.0,36565836.0,2022-01-27,688192
2022-01-28,32.67,32.19,32.67,32.06,5197.0,16803740.0,2022-01-28,688192
2022-02-07,32.7,32.53,32.7,32.3,3494.0,11354327.0,2022-02-07,688192
2022-02-08,32.45,32.56,32.62,32.34,6420.0,20863352.0,2022-02-08,688192
2022-02-09,32.5,32.69,32.78,32.39,6775.0,22093370.0,2022-02-09,688192
2022-02-10,32.7,32.6,32.8,32.56,4853.0,15854799.0,2022-02-10,688192
2022-02-11,32.5,32.14,32.56,31.95,6465.0,20834110.0,2022-02-11,688192
2022-02-14,32.14,32.31,32.47,32.07,5082.0,16407057.0,2022-02-14,688192
2022-02-15,32.31,32.58,32.59,32.19,3858.0,12533686.0,2022-02-15,688192
2022-02-16,32.58,32.61,32.67,32.5,3486.0,11370388.0,2022-02-16,688192
2022-02-17,32.65,32.55,32.66,32.48,3304.0,10756135.0,2022-02-17,688192
2022-02-18,32.51,32.52,32.53,32.3,3297.0,10682539.0,2022-02-18,688192
2022-02-21,32.56,32.7,32.75,32.5,4519.0,14755752.0,2022-02-21,688192
2022-02-22,32.48,32.4,32.6,32.2,4460.0,14432778.0,2022-02-22,688192
2022-02-23,32.4,32.68,32.75,32.35,5025.0,16405411.0,2022-02-23,688192
2022-02-24,32.68,32.3,33.29,32.0,11642.0,38043840.0,2022-02-24,688192
2022-02-25,32.43,32.5,32.69,32.3,6892.0,22365464.0,2022-02-25,688192
2022-02-28,32.29,32.32,32.48,32.17,5509.0,17790210.0,2022-02-28,688192
2022-03-01,32.4,32.41,32.47,32.24,3785.0,12254310.0,2022-03-01,688192
