date,open,close,high,low,vol,amount,date,code
2020-08-26,127.67,136.84,150.6,126.66,108285.0,1497562752.0,2020-08-26,688356
2020-08-27,120.01,106.89,120.03,100.01,77323.0,848038912.0,2020-08-27,688356
2020-08-28,99.99,99.9,99.99,91.66,48377.0,464449152.0,2020-08-28,688356
2020-08-31,99.9,97.99,103.8,97.13,24997.0,249295552.0,2020-08-31,688356
2020-09-01,101.0,105.02,107.31,101.0,30956.0,323723360.0,2020-09-01,688356
2020-09-02,105.0,104.84,111.84,100.1,31204.0,331538912.0,2020-09-02,688356
2020-09-03,104.98,106.65,108.98,100.1,22071.0,230134528.0,2020-09-03,688356
2020-09-04,103.99,99.8,106.0,99.8,14071.0,143920592.0,2020-09-04,688356
2020-09-07,97.1,91.0,98.7,91.0,17600.0,167290976.0,2020-09-07,688356
2020-09-08,90.88,86.8,91.77,84.22,16950.0,147210464.0,2020-09-08,688356
2020-09-09,84.94,79.99,85.0,78.98,13962.0,113985528.0,2020-09-09,688356
2020-09-10,81.0,77.6,82.5,77.1,11082.0,88081864.0,2020-09-10,688356
2020-09-11,76.16,84.31,88.0,76.16,20544.0,170764944.0,2020-09-11,688356
2020-09-14,86.15,86.5,86.84,82.03,11454.0,97204216.0,2020-09-14,688356
2020-09-15,86.16,85.5,86.75,83.15,8616.0,73076112.0,2020-09-15,688356
2020-09-16,85.8,86.35,87.69,83.6,5236.0,44775460.0,2020-09-16,688356
2020-09-17,86.45,93.7,93.7,85.99,18411.0,167547168.0,2020-09-17,688356
2020-09-18,92.0,92.2,94.64,90.28,8074.0,74519264.0,2020-09-18,688356
2020-09-21,92.0,94.4,98.0,90.68,12968.0,123063504.0,2020-09-21,688356
2020-09-22,94.0,93.76,95.98,90.57,7737.0,72462160.0,2020-09-22,688356
2020-09-23,94.44,96.68,97.56,91.0,8416.0,79785168.0,2020-09-23,688356
2020-09-24,94.59,93.81,97.8,92.87,9308.0,88286952.0,2020-09-24,688356
2020-09-25,94.0,91.95,94.87,89.99,4426.0,40789444.0,2020-09-25,688356
